gender,scaled_Europe,scaled_Hague,scaled_Blair,scaled_Kennedy,scaled_age,scaled_political.knowledge,scaled_economic.cond.household,scaled_economic.cond.national,vote
1     ,1.0,0.25,0.75,0.75,0.5942028986,0.6666666667,0.25,0.25,1
0     ,1.0,1.0,0.25,0.25,0.652173913,0.6666666667,0.25,0.25,3
1     ,1.0,0.25,0.0,0.25,0.6666666667,0.6666666667,0.25,0.25,3
0     ,0.9,0.25,0.75,0.25,0.6666666667,0.6666666667,0.25,0.25,3
1     ,1.0,0.25,0.75,0.75,0.6666666667,0.6666666667,0.25,0.25,3
0     ,1.0,1.0,0.75,0.25,0.6811594203,0.6666666667,0.25,0.25,3
1     ,1.0,0.75,0.0,0.0,0.6956521739,0.6666666667,0.25,0.25,3
1     ,1.0,1.0,0.25,0.25,0.6956521739,0.6666666667,0.25,0.25,3
1     ,0.9,0.25,0.75,0.25,0.7101449275,0.6666666667,0.25,0.25,2
0     ,0.6,0.75,0.75,0.25,0.7101449275,0.6666666667,0.25,0.25,3
1     ,0.7,0.75,0.75,0.75,0.7101449275,0.6666666667,0.25,0.25,3
0     ,0.9,0.75,0.25,0.5,0.7246376812,0.6666666667,0.25,0.25,3
1     ,1.0,0.75,0.25,0.25,0.7536231884,0.6666666667,0.25,0.25,3
0     ,1.0,0.25,0.25,0.25,0.768115942,0.6666666667,0.25,0.25,1
1     ,0.6,0.75,0.25,0.5,0.8115942029,0.6666666667,0.25,0.25,3
0     ,1.0,0.25,0.75,0.5,0.8115942029,0.6666666667,0.25,0.25,3
0     ,1.0,0.0,0.25,0.75,0.8405797101,0.6666666667,0.25,0.25,3
1     ,0.4,0.75,0.75,1.0,0.115942029,1.0,0.25,0.25,2
0     ,0.4,0.25,0.75,0.75,0.1304347826,1.0,0.25,0.25,1
1     ,1.0,0.75,0.25,0.0,0.1594202899,1.0,0.25,0.25,3
1     ,0.8,0.25,0.25,0.0,0.1739130435,1.0,0.25,0.25,3
0     ,1.0,0.25,0.75,0.75,0.1739130435,1.0,0.25,0.25,3
1     ,1.0,0.75,0.75,1.0,0.231884058,1.0,0.25,0.25,1
0     ,1.0,0.75,0.25,0.0,0.2608695652,1.0,0.25,0.25,3
1     ,1.0,0.75,0.25,0.75,0.2608695652,1.0,0.25,0.25,3
0     ,1.0,1.0,0.0,0.25,0.3333333333,1.0,0.25,0.25,3
1     ,0.5,0.0,0.25,0.25,0.3333333333,1.0,0.25,0.25,1
1     ,0.3,0.25,0.75,0.25,0.3768115942,1.0,0.25,0.25,1
0     ,0.5,0.75,0.75,0.0,0.4057971014,1.0,0.25,0.25,3
0     ,0.0,0.25,0.25,0.75,0.4927536232,1.0,0.25,0.25,1
1     ,0.4,0.75,0.75,0.25,0.5652173913,1.0,0.25,0.25,3
1     ,1.0,0.75,0.25,0.5,0.6086956522,1.0,0.25,0.25,3
1     ,0.9,0.25,0.75,0.25,0.6666666667,1.0,0.25,0.25,3
0     ,0.7,0.75,0.25,0.25,0.7391304348,1.0,0.25,0.25,3
1     ,0.2,0.75,0.25,0.5,0.7391304348,1.0,0.25,0.25,2
0     ,0.7,0.75,0.0,0.5,0.768115942,1.0,0.25,0.25,3
1     ,0.8,0.25,0.25,0.75,0.7971014493,1.0,0.25,0.25,1
0     ,0.0,1.0,0.25,0.25,0.115942029,0.0,0.5,0.25,3
1     ,0.8,0.75,0.75,0.25,0.1304347826,0.0,0.5,0.25,2
0     ,0.4,0.25,0.75,0.75,0.1739130435,0.0,0.5,0.25,2
0     ,0.4,0.25,0.25,0.75,0.1884057971,0.0,0.5,0.25,1
0     ,0.5,0.25,0.25,0.25,0.2608695652,0.0,0.5,0.25,1
1     ,1.0,0.5,0.25,0.25,0.3623188406,0.0,0.5,0.25,3
0     ,1.0,0.75,0.25,0.75,0.4347826087,0.0,0.5,0.25,1
0     ,0.0,0.75,0.0,0.75,0.4492753623,0.0,0.5,0.25,1
0     ,0.5,0.75,0.75,0.25,0.4782608696,0.0,0.5,0.25,3
0     ,0.3,0.25,0.25,0.75,0.4782608696,0.0,0.5,0.25,3
0     ,1.0,0.25,0.25,0.25,0.5507246377,0.0,0.5,0.25,1
0     ,0.2,0.75,0.25,0.75,0.5507246377,0.0,0.5,0.25,1
1     ,1.0,0.75,0.0,0.75,0.6376811594,0.0,0.5,0.25,1
0     ,0.7,0.25,1.0,0.75,0.6376811594,0.0,0.5,0.25,2
1     ,1.0,0.75,0.25,0.25,0.652173913,0.0,0.5,0.25,3
0     ,1.0,0.25,0.75,1.0,0.6811594203,0.0,0.5,0.25,1
0     ,0.8,0.75,0.75,0.5,0.7246376812,0.0,0.5,0.25,3
0     ,1.0,0.75,0.25,0.75,0.7246376812,0.0,0.5,0.25,3
0     ,0.4,0.75,0.25,0.25,0.7971014493,0.0,0.5,0.25,3
1     ,0.3,0.25,0.25,0.0,0.5942028986,0.3333333333,0.5,0.25,3
0     ,1.0,0.75,0.25,0.25,0.7826086957,0.3333333333,0.5,0.25,3
1     ,1.0,1.0,0.75,0.25,0.7826086957,0.3333333333,0.5,0.25,3
0     ,0.6,0.75,0.0,0.75,0.0144927536,0.6666666667,0.5,0.25,3
0     ,1.0,0.75,0.75,0.75,0.0579710145,0.6666666667,0.5,0.25,1
0     ,1.0,0.75,0.25,0.25,0.115942029,0.6666666667,0.5,0.25,3
0     ,0.2,0.75,0.75,0.75,0.1304347826,0.6666666667,0.5,0.25,2
1     ,0.9,0.5,0.25,0.5,0.1594202899,0.6666666667,0.5,0.25,3
1     ,0.9,0.75,0.25,0.5,0.1739130435,0.6666666667,0.5,0.25,3
0     ,0.9,0.75,0.25,0.25,0.1884057971,0.6666666667,0.5,0.25,3
0     ,0.4,0.75,0.75,0.75,0.1884057971,0.6666666667,0.5,0.25,1
1     ,1.0,0.75,0.75,0.25,0.2028985507,0.6666666667,0.5,0.25,3
0     ,1.0,0.75,0.75,0.25,0.231884058,0.6666666667,0.5,0.25,3
1     ,0.7,0.25,0.0,0.25,0.2608695652,0.6666666667,0.5,0.25,3
1     ,0.7,0.75,0.0,0.25,0.2753623188,0.6666666667,0.5,0.25,3
0     ,1.0,0.5,0.25,0.5,0.2753623188,0.6666666667,0.5,0.25,2
1     ,0.5,0.25,0.75,0.0,0.3043478261,0.6666666667,0.5,0.25,1
1     ,0.0,0.75,0.75,0.5,0.3188405797,0.6666666667,0.5,0.25,1
0     ,0.7,0.75,0.25,0.5,0.3333333333,0.6666666667,0.5,0.25,3
0     ,0.3,0.75,0.75,0.5,0.3333333333,0.6666666667,0.5,0.25,3
0     ,1.0,0.75,0.0,0.25,0.347826087,0.6666666667,0.5,0.25,3
0     ,0.2,0.75,0.75,0.25,0.3623188406,0.6666666667,0.5,0.25,1
0     ,0.5,0.75,0.25,0.75,0.3623188406,0.6666666667,0.5,0.25,1
0     ,0.5,0.0,0.75,0.75,0.3623188406,0.6666666667,0.5,0.25,1
0     ,0.5,0.75,0.25,0.75,0.3768115942,0.6666666667,0.5,0.25,3
0     ,1.0,1.0,0.25,0.25,0.4057971014,0.6666666667,0.5,0.25,3
0     ,0.6,0.25,0.75,0.25,0.4347826087,0.6666666667,0.5,0.25,1
0     ,0.4,0.75,0.75,0.25,0.4637681159,0.6666666667,0.5,0.25,2
0     ,0.5,0.25,0.75,0.5,0.4782608696,0.6666666667,0.5,0.25,2
0     ,0.6,0.25,0.25,0.5,0.4927536232,0.6666666667,0.5,0.25,3
1     ,0.4,0.75,0.25,0.5,0.4927536232,0.6666666667,0.5,0.25,3
1     ,0.5,0.75,0.75,0.25,0.5652173913,0.6666666667,0.5,0.25,3
0     ,0.9,0.75,0.25,0.75,0.5797101449,0.6666666667,0.5,0.25,3
1     ,0.9,0.75,0.75,0.75,0.6086956522,0.6666666667,0.5,0.25,3
0     ,0.8,0.75,0.75,0.75,0.6231884058,0.6666666667,0.5,0.25,3
0     ,1.0,0.75,0.0,0.5,0.6376811594,0.6666666667,0.5,0.25,3
0     ,0.9,0.75,0.25,0.75,0.6376811594,0.6666666667,0.5,0.25,3
0     ,1.0,0.75,0.0,0.0,0.652173913,0.6666666667,0.5,0.25,3
1     ,0.5,0.0,0.75,0.5,0.6666666667,0.6666666667,0.5,0.25,1
0     ,0.7,0.75,0.25,0.75,0.6666666667,0.6666666667,0.5,0.25,3
0     ,0.5,0.25,1.0,0.25,0.6811594203,0.6666666667,0.5,0.25,2
1     ,0.1,0.75,0.75,0.75,0.7101449275,0.6666666667,0.5,0.25,2
1     ,0.5,0.25,0.75,0.5,0.7391304348,0.6666666667,0.5,0.25,1
1     ,1.0,0.75,0.25,0.0,0.768115942,0.6666666667,0.5,0.25,3
0     ,0.9,0.25,0.25,0.25,0.768115942,0.6666666667,0.5,0.25,3
0     ,1.0,0.0,0.25,0.75,0.768115942,0.6666666667,0.5,0.25,2
1     ,0.5,0.75,0.75,0.5,0.8115942029,0.6666666667,0.5,0.25,3
0     ,0.7,0.25,0.25,0.75,0.884057971,0.6666666667,0.5,0.25,3
0     ,0.5,0.5,0.75,0.75,0.884057971,0.6666666667,0.5,0.25,2
1     ,0.6,0.75,0.75,1.0,0.0869565217,1.0,0.5,0.25,3
0     ,0.9,0.75,0.75,0.75,0.1594202899,1.0,0.5,0.25,3
1     ,1.0,0.25,0.75,0.25,0.2173913043,1.0,0.5,0.25,3
1     ,0.7,0.75,0.0,0.0,0.231884058,1.0,0.5,0.25,3
1     ,0.1,0.25,0.75,0.75,0.2753623188,1.0,0.5,0.25,1
1     ,0.1,0.25,0.75,0.75,0.3043478261,1.0,0.5,0.25,1
0     ,0.4,0.25,0.25,0.25,0.4202898551,1.0,0.5,0.25,1
1     ,0.4,0.0,0.25,0.25,0.4347826087,1.0,0.5,0.25,2
1     ,0.2,0.0,0.75,0.75,0.4637681159,1.0,0.5,0.25,1
1     ,0.2,0.0,0.75,0.75,0.4782608696,1.0,0.5,0.25,1
0     ,0.5,0.25,0.75,0.25,0.5072463768,1.0,0.5,0.25,3
1     ,0.4,0.25,0.25,0.0,0.5362318841,1.0,0.5,0.25,3
1     ,0.1,0.25,0.75,0.25,0.5362318841,1.0,0.5,0.25,2
1     ,1.0,1.0,0.0,0.0,0.6086956522,1.0,0.5,0.25,3
1     ,1.0,0.75,0.0,0.0,0.7826086957,1.0,0.5,0.25,3
0     ,0.2,0.75,0.75,0.75,0.8115942029,1.0,0.5,0.25,1
1     ,1.0,0.25,0.75,0.75,0.884057971,1.0,0.5,0.25,2
0     ,0.9,0.75,0.25,0.75,0.0434782609,0.0,0.75,0.25,2
1     ,0.6,0.75,0.75,0.25,0.0579710145,0.0,0.75,0.25,1
0     ,0.5,0.0,0.75,0.5,0.1449275362,0.0,0.75,0.25,2
1     ,0.6,0.75,0.25,0.75,0.1884057971,0.0,0.75,0.25,2
1     ,1.0,0.75,0.75,0.75,0.2028985507,0.0,0.75,0.25,2
0     ,0.7,0.75,0.25,0.75,0.2173913043,0.0,0.75,0.25,1
0     ,0.4,0.75,0.25,0.25,0.2753623188,0.0,0.75,0.25,2
0     ,0.7,0.75,0.0,0.5,0.2753623188,0.0,0.75,0.25,2
1     ,0.1,0.75,0.0,0.75,0.4202898551,0.0,0.75,0.25,1
1     ,0.2,0.75,0.75,0.25,0.4927536232,0.0,0.75,0.25,3
0     ,0.5,0.25,0.75,0.75,0.6376811594,0.0,0.75,0.25,3
0     ,1.0,0.25,0.25,0.75,0.8115942029,0.0,0.75,0.25,3
0     ,0.4,0.75,0.25,0.25,0.3623188406,0.3333333333,0.75,0.25,1
1     ,1.0,0.5,0.25,0.5,0.8985507246,0.3333333333,0.75,0.25,2
0     ,0.8,0.75,0.75,0.25,0.0724637681,0.6666666667,0.75,0.25,3
0     ,1.0,0.75,0.0,0.5,0.1449275362,0.6666666667,0.75,0.25,3
0     ,0.6,0.25,0.25,0.25,0.1594202899,0.6666666667,0.75,0.25,3
0     ,0.8,1.0,0.25,0.25,0.1884057971,0.6666666667,0.75,0.25,3
1     ,0.7,0.25,0.75,0.25,0.231884058,0.6666666667,0.75,0.25,2
1     ,0.8,0.75,0.75,0.75,0.2898550725,0.6666666667,0.75,0.25,3
1     ,0.5,0.25,0.75,1.0,0.3043478261,0.6666666667,0.75,0.25,2
0     ,0.5,0.75,0.75,0.0,0.3188405797,0.6666666667,0.75,0.25,1
0     ,0.4,0.25,0.25,0.5,0.3623188406,0.6666666667,0.75,0.25,1
0     ,1.0,1.0,0.25,0.75,0.3768115942,0.6666666667,0.75,0.25,3
0     ,1.0,0.25,0.25,0.0,0.4347826087,0.6666666667,0.75,0.25,3
0     ,0.2,0.25,0.75,0.75,0.4492753623,0.6666666667,0.75,0.25,1
0     ,0.9,0.75,0.0,0.5,0.5797101449,0.6666666667,0.75,0.25,3
0     ,1.0,1.0,0.25,0.5,0.5942028986,0.6666666667,0.75,0.25,3
1     ,0.4,0.75,0.75,0.75,0.5942028986,0.6666666667,0.75,0.25,3
0     ,1.0,0.75,0.75,0.75,0.8115942029,0.6666666667,0.75,0.25,3
0     ,0.9,0.75,0.25,0.5,0.8550724638,0.6666666667,0.75,0.25,3
1     ,0.3,0.25,1.0,0.75,0.0289855072,1.0,0.75,0.25,2
0     ,1.0,0.25,0.25,0.5,0.1304347826,1.0,0.75,0.25,3
1     ,0.4,0.0,0.75,0.75,0.1884057971,1.0,0.75,0.25,2
0     ,0.0,0.25,0.75,0.25,0.2028985507,1.0,0.75,0.25,2
1     ,0.3,0.25,0.25,0.75,0.2028985507,1.0,0.75,0.25,1
1     ,1.0,0.25,0.0,0.25,0.2173913043,1.0,0.75,0.25,3
0     ,0.5,0.0,0.75,0.75,0.3913043478,1.0,0.75,0.25,1
0     ,0.9,0.75,0.25,0.25,0.5652173913,1.0,0.75,0.25,3
1     ,0.3,0.75,0.0,0.0,0.4637681159,0.0,1.0,0.25,3
1     ,0.9,0.75,0.25,0.25,0.2028985507,0.6666666667,1.0,0.25,3
1     ,1.0,0.75,0.0,0.75,0.4202898551,0.6666666667,1.0,0.25,3
1     ,1.0,0.25,0.75,0.25,0.5942028986,0.6666666667,1.0,0.25,3
0     ,0.3,0.0,0.25,0.75,0.3333333333,0.0,0.0,0.5,2
0     ,1.0,0.75,0.25,0.75,0.5797101449,0.0,0.0,0.5,3
1     ,0.8,1.0,0.75,0.25,0.6376811594,0.0,0.0,0.5,3
1     ,1.0,0.75,0.25,1.0,0.0869565217,0.6666666667,0.0,0.5,3
1     ,0.8,0.75,0.25,0.25,0.1304347826,0.6666666667,0.0,0.5,3
0     ,0.5,0.25,0.75,0.5,0.1449275362,0.6666666667,0.0,0.5,1
0     ,0.4,0.0,0.0,0.75,0.1884057971,0.6666666667,0.0,0.5,2
1     ,0.6,0.75,0.25,0.25,0.2028985507,0.6666666667,0.0,0.5,3
0     ,0.7,0.25,0.0,0.25,0.2173913043,0.6666666667,0.0,0.5,3
1     ,0.5,0.25,0.75,0.75,0.2898550725,0.6666666667,0.0,0.5,1
1     ,0.2,0.75,0.75,0.75,0.4782608696,0.6666666667,0.0,0.5,2
0     ,0.8,0.0,0.75,0.75,0.5652173913,0.6666666667,0.0,0.5,2
1     ,1.0,0.25,0.75,0.25,0.5942028986,0.6666666667,0.0,0.5,1
1     ,1.0,0.25,0.25,0.75,0.6376811594,0.6666666667,0.0,0.5,3
0     ,0.6,0.75,0.75,0.75,0.6666666667,0.6666666667,0.0,0.5,3
0     ,1.0,0.75,0.75,0.5,0.7101449275,0.6666666667,0.0,0.5,3
0     ,0.5,0.75,0.75,0.5,0.2463768116,1.0,0.0,0.5,2
0     ,0.8,0.25,0.75,1.0,0.2898550725,1.0,0.0,0.5,3
1     ,0.8,1.0,0.25,0.75,0.3623188406,1.0,0.0,0.5,3
0     ,0.5,0.75,0.25,0.75,0.4202898551,1.0,0.0,0.5,1
0     ,0.5,0.75,0.25,0.25,0.0579710145,0.0,0.25,0.5,3
0     ,0.5,0.25,0.75,0.5,0.1014492754,0.0,0.25,0.5,1
0     ,0.8,0.25,0.25,0.25,0.1449275362,0.0,0.25,0.5,1
1     ,0.8,0.25,0.75,0.25,0.1739130435,0.0,0.25,0.5,2
0     ,0.4,1.0,0.0,0.5,0.2028985507,0.0,0.25,0.5,1
0     ,0.6,0.25,0.75,0.0,0.2173913043,0.0,0.25,0.5,2
1     ,1.0,0.75,0.25,0.25,0.231884058,0.0,0.25,0.5,3
0     ,0.7,0.25,0.75,0.25,0.2463768116,0.0,0.25,0.5,2
1     ,0.9,0.25,0.25,0.5,0.3043478261,0.0,0.25,0.5,2
0     ,0.3,0.25,0.75,0.25,0.347826087,0.0,0.25,0.5,2
0     ,1.0,0.5,0.25,0.5,0.347826087,0.0,0.25,0.5,2
0     ,1.0,0.25,0.25,0.5,0.3768115942,0.0,0.25,0.5,3
0     ,1.0,0.25,0.75,0.5,0.3768115942,0.0,0.25,0.5,2
0     ,0.5,0.25,0.75,0.25,0.4202898551,0.0,0.25,0.5,2
0     ,0.3,0.0,0.25,0.75,0.4202898551,0.0,0.25,0.5,3
0     ,0.5,0.75,0.75,1.0,0.4202898551,0.0,0.25,0.5,1
0     ,0.3,0.25,0.25,0.25,0.4637681159,0.0,0.25,0.5,2
0     ,0.6,0.75,0.75,0.5,0.4927536232,0.0,0.25,0.5,3
1     ,0.1,0.75,0.25,0.5,0.5362318841,0.0,0.25,0.5,3
1     ,0.5,0.25,0.25,0.25,0.6086956522,0.0,0.25,0.5,2
0     ,0.1,0.5,0.25,0.5,0.6086956522,0.0,0.25,0.5,3
0     ,0.8,0.75,0.75,0.25,0.652173913,0.0,0.25,0.5,1
0     ,1.0,0.75,0.75,0.25,0.6666666667,0.0,0.25,0.5,3
1     ,0.5,0.0,0.75,0.5,0.7101449275,0.0,0.25,0.5,3
0     ,0.2,0.75,0.75,0.5,0.7101449275,0.0,0.25,0.5,1
0     ,0.3,0.75,0.75,0.75,0.7101449275,0.0,0.25,0.5,3
0     ,1.0,0.25,0.75,0.75,0.7246376812,0.0,0.25,0.5,1
1     ,1.0,0.25,0.75,0.5,0.2028985507,0.3333333333,0.25,0.5,1
0     ,0.7,0.75,0.25,0.0,0.4927536232,0.3333333333,0.25,0.5,2
1     ,1.0,0.75,0.25,0.5,0.6231884058,0.3333333333,0.25,0.5,3
0     ,0.9,0.25,0.75,0.25,0.0,0.6666666667,0.25,0.5,3
0     ,0.7,0.25,0.75,0.25,0.0434782609,0.6666666667,0.25,0.5,3
0     ,0.8,0.75,0.25,0.75,0.0724637681,0.6666666667,0.25,0.5,1
1     ,0.3,0.75,0.75,0.5,0.1014492754,0.6666666667,0.25,0.5,1
0     ,0.6,0.25,0.25,0.75,0.1014492754,0.6666666667,0.25,0.5,1
0     ,0.2,0.0,1.0,0.75,0.115942029,0.6666666667,0.25,0.5,2
