gender,scaled_Europe,scaled_Hague,scaled_Blair,scaled_Kennedy,scaled_age,scaled_political.knowledge,scaled_economic.cond.household,scaled_economic.cond.national,vote
0     ,0.5,0.25,0.75,0.5,0.7384615385,0.0,0.75,0.75,2
1     ,0.6,0.75,0.75,0.0,0.7692307692,0.0,0.75,0.75,2
0     ,1.0,0.25,1.0,0.75,0.8,0.0,0.75,0.75,2
0     ,0.9,0.0,0.75,0.75,0.4461538462,0.6666666667,0.75,0.75,2
1     ,0.6,0.75,1.0,0.75,0.5230769231,0.6666666667,0.75,0.75,2
1     ,0.0,0.0,1.0,0.75,0.5692307692,0.6666666667,0.75,0.75,2
0     ,0.4,0.75,0.75,1.0,0.6153846154,0.6666666667,0.75,0.75,1
1     ,0.3,0.25,0.75,0.5,0.7076923077,0.6666666667,0.75,0.75,1
0     ,0.0,0.25,1.0,1.0,0.7692307692,0.6666666667,0.75,0.75,2
0     ,0.0,0.25,0.25,0.25,0.8153846154,0.6666666667,0.75,0.75,1
0     ,0.4,0.25,0.75,0.25,0.8615384615,0.6666666667,0.75,0.75,2
1     ,0.5,0.25,1.0,0.5,0.8923076923,0.6666666667,0.75,0.75,1
0     ,0.2,0.0,0.0,0.75,0.0153846154,1.0,0.75,0.75,1
1     ,0.1,0.25,0.75,0.25,0.2153846154,1.0,0.75,0.75,2
1     ,0.8,0.25,0.75,1.0,0.3230769231,1.0,0.75,0.75,2
1     ,0.1,0.0,1.0,0.25,0.3538461538,1.0,0.75,0.75,2
0     ,0.1,0.25,0.75,0.75,0.6153846154,1.0,0.75,0.75,2
0     ,0.9,0.75,1.0,0.75,0.3230769231,1.0,1.0,0.75,2
0     ,0.1,0.25,0.75,0.75,0.3538461538,1.0,1.0,0.75,2
1     ,0.0,0.25,1.0,0.75,0.6,0.6666666667,0.25,1.0,2
0     ,0.3,0.25,0.75,0.75,0.2461538462,0.6666666667,0.5,1.0,2
0     ,0.4,0.25,0.25,0.25,0.5538461538,0.6666666667,0.5,1.0,1
1     ,0.4,0.25,0.75,0.75,0.2307692308,1.0,0.5,1.0,1
1     ,0.0,0.25,0.75,0.0,0.6153846154,1.0,0.5,1.0,1
1     ,1.0,0.75,0.25,0.75,0.6615384615,1.0,0.5,1.0,3
0     ,0.5,0.75,0.75,0.75,0.1076923077,0.0,0.75,1.0,2
0     ,1.0,0.75,1.0,0.75,0.6769230769,0.0,0.75,1.0,2
1     ,0.5,0.25,0.75,0.0,0.0923076923,0.6666666667,0.75,1.0,2
0     ,0.0,0.0,0.75,0.75,0.5692307692,0.6666666667,0.75,1.0,2
0     ,1.0,0.75,1.0,0.75,0.7384615385,0.0,1.0,1.0,2
